Antiguedad,Dias_Ultima_Compra,Nivel_Satisfaccion,Distancia_Almacen,Numero_Dispositivos,Monto_Cashback,Queja,Es_Nuevo,Tiene_Queja,Alto_Riesgo,Satisfaccion_Baja,Target
22,9,3,11,5,234.99,0,0,0,0,0,0
8,2,2,16,3,139.17,0,0,0,0,0,0
7,6,3,14,3,125.79,1,0,0,0,0,0
21,8,1,10,3,178.98,0,0,0,0,0,0
0,0,5,16,4,203.06,0,0,0,0,0,1
0,2,3,9,3,149.99,0,0,0,0,0,0
0,2,3,7,4,146.17,0,0,0,0,0,0
16,1,3,12,4,308.03,0,0,0,0,0,0
13,3,3,17,4,259.64,0,0,0,0,0,0
9,3,5,13,3,121.66,1,0,0,0,0,1
19,1,4,32,4,305.61,0,0,0,0,0,0
12,3,2,7,5,211.86,0,0,0,0,0,0
1,3,2,28,2,151.78,0,0,0,0,0,0
24,8,4,7,4,306.72,1,0,0,0,0,0
18,4,4,27,4,159.2,0,0,0,0,0,0
18,3,2,15,2,153.18,1,0,0,0,0,0
9,3,3,30,4,120.28,1,0,0,0,0,1
16,16,2,11,4,317.32,0,0,0,0,0,0
5,10,1,15,4,232.93,0,0,0,0,0,0
9,3,1,14,1,125.71,0,0,0,0,0,0
10,1,4,9,4,194.62,1,0,0,0,0,0
0,0,3,9,4,132.3,0,0,0,0,0,0
20,8,3,14,4,233.45,0,0,0,0,0,0
3,5,4,9,4,152.03,0,0,0,0,0,0
3,5,3,17,5,183.69,0,0,0,0,0,0
16,1,3,15,4,164.68,0,0,0,0,0,0
9,3,4,23,5,211.06,0,0,0,0,0,0
11,10,4,36,4,243.49,1,0,0,0,0,1
16,8,5,9,4,301.65,0,0,0,0,0,0
1,8,4,7,2,199.46,0,0,0,0,0,1
1,8,5,7,4,199.12,0,0,0,0,0,0
15,4,3,12,2,146.27,1,0,0,0,0,0
5,3,4,11,3,165.24,0,0,0,0,0,0
22,7,4,13,3,204.66,0,0,0,0,0,0
1,5,3,9,4,169.78,1,0,0,0,0,0
8,7,5,22,4,186.25,0,0,0,0,0,0
1,5,1,11,5,156.62,0,0,0,0,0,0
1,1,4,15,5,137.61,0,0,0,0,0,1
1,1,3,24,4,152.41,1,0,0,0,0,1
22,2,5,9,4,147.89,0,0,0,0,0,0
1,4,3,7,5,145.07,0,0,0,0,0,0
11,3,4,31,4,220.61,0,0,0,0,0,0
1,1,4,14,4,149.72,1,0,0,0,0,1
9,9,2,24,3,177.79,0,0,0,0,0,0
10,2,3,19,4,171.63,1,0,0,0,0,0
0,4,4,6,3,132.02,1,0,0,0,0,1
0,0,4,28,4,128.63,0,0,0,0,0,1
5,3,5,7,5,147.18,0,0,0,0,0,0
1,4,5,35,5,167.84,0,0,0,0,0,1
10,8,1,25,4,146.53,0,0,0,0,0,0
9,2,5,7,3,120.8,0,0,0,0,0,0
13,9,3,10,3,290.33,0,0,0,0,0,0
5,3,1,18,4,148.56,1,0,0,0,0,0
31,1,5,10,2,151.7,1,0,0,0,0,0
13,0,3,22,3,135.44,0,0,0,0,0,0
1,1,3,15,4,144.04,0,0,0,0,0,1
0,8,1,6,3,126.86,1,0,0,0,0,1
8,0,3,14,3,124.04,0,0,0,0,0,0
1,4,3,31,5,145.28,1,0,0,0,0,1
15,3,4,10,5,214.38,0,0,0,0,0,0
18,2,5,16,4,150.59,1,0,0,0,0,0
13,8,3,25,4,170.34,0,0,0,0,0,0
23,3,2,6,3,273.99,0,0,0,0,0,0
6,2,4,6,1,154.88,1,0,0,0,0,0
16,8,1,8,3,135.39,0,0,0,0,0,0
5,3,3,9,4,155.67,0,0,0,0,0,0
1,3,5,15,5,178.26,0,0,0,0,0,1
11,8,5,13,2,184.74,1,0,0,0,0,0
23,1,3,14,5,170,0,0,0,0,0,0
1,1,3,36,4,168.06,0,0,0,0,0,0
4,4,1,30,3,152.38,0,0,0,0,0,0
9,2,4,17,3,122.44,0,0,0,0,0,0
26,3,1,14,3,218.36,0,0,0,0,0,0
10,3,1,19,5,213.58,0,0,0,0,0,0
3,3,3,9,4,171.49,0,0,0,0,0,0
30,2,3,21,3,257.87,1,0,0,0,0,0
0,2,4,14,3,124.22,0,0,0,0,0,1
16,7,1,8,3,156.75,0,0,0,0,0,0
6,2,2,19,3,134.52,0,0,0,0,0,0
13,0,4,15,3,136.17,1,0,0,0,0,0
9,2,1,8,3,120.14,0,0,0,0,0,0
31,1,2,10,5,146.77,0,0,0,0,0,0
1,3,5,16,4,150,0,0,0,0,0,0
11,1,2,28,4,154.73,0,0,0,0,0,0
16,2,4,33,1,148.76,0,0,0,0,0,0
25,9,5,7,5,199.84,0,0,0,0,0,0
8,2,1,24,3,193.62,0,0,0,0,0,0
4,7,2,13,3,175.47,0,0,0,0,0,0
2,4,1,8,4,145.44,0,0,0,0,0,0
24,0,2,6,3,127.23,0,0,0,0,0,0
8,1,3,31,4,156.61,1,0,0,0,0,1
14,10,2,16,3,162.3,0,0,0,0,0,0
22,3,4,14,4,231.2,0,0,0,0,0,0
12,1,4,9,4,198.51,0,0,0,0,0,0
10,12,1,22,6,179.06,0,0,0,0,0,0
4,9,2,14,3,207.93,0,0,0,0,0,0
10,10,3,9,4,150.19,0,0,0,0,0,0
10,2,1,14,3,123.26,1,0,0,0,0,0
0,8,5,16,3,142.13,0,0,0,0,0,1
2,4,5,26,5,156.96,0,0,0,0,0,0
11,3,1,15,3,147.71,0,0,0,0,0,0
21,3,3,35,3,225.04,0,0,0,0,0,0
3,2,3,31,3,147.36,1,0,0,0,0,0
22,12,3,12,4,239.66,1,0,0,0,0,0
1,4,5,13,4,154.6,0,0,0,0,0,1
11,5,2,12,4,188.47,0,0,0,0,0,0
0,2,3,23,4,143.77,0,0,0,0,0,0
8,8,2,9,3,178.23,0,0,0,0,0,0
25,8,3,13,5,153.38,0,0,0,0,0,0
15,9,3,14,2,158.76,0,0,0,0,0,0
0,2,3,6,4,137.3,1,0,0,0,0,1
18,12,3,15,4,155.93,0,0,0,0,0,0
13,3,1,26,4,164.02,0,0,0,0,0,0
24,8,3,36,5,295.46,0,0,0,0,0,0
9,0,4,8,3,169.62,1,0,0,0,0,0
12,8,2,36,4,187.61,0,0,0,0,0,0
5,7,4,14,3,123.7,0,0,0,0,0,0
0,7,3,26,3,199.81,0,0,0,0,0,0
0,3,3,11,4,157.44,1,0,0,0,0,1
12,1,5,7,4,151.19,0,0,0,0,0,0
0,2,3,24,1,162.32,0,0,0,0,0,0
9,11,5,25,2,177.08,0,0,0,0,0,0
1,3,3,17,4,225.48,0,0,0,0,0,1
9,0,3,8,4,175.96,0,0,0,0,0,0
17,4,3,30,5,137.08,0,0,0,0,0,0
2,3,2,8,3,221.69,0,0,0,0,0,1
5,2,5,6,3,140.87,0,0,0,0,0,0
11,9,1,6,3,147.35,0,0,0,0,0,0
5,3,1,16,3,212.44,0,0,0,0,0,0
19,10,1,9,5,182.7,0,0,0,0,0,0
0,7,3,13,3,133.39,1,0,0,0,0,1
3,8,3,6,4,184.74,0,0,0,0,0,0
7,3,1,23,4,178.68,1,0,0,0,0,0
6,4,5,10,4,192.25,0,0,0,0,0,0
15,4,2,34,4,145.23,0,0,0,0,0,0
11,3,5,7,5,164.2,0,0,0,0,0,0
6,1,1,21,3,12,1,0,0,0,0,0
0,9,5,30,4,187.22,0,0,0,0,0,1
14,11,4,9,4,181.77,0,0,0,0,0,0
23,2,5,34,3,268.8,1,0,0,0,0,0
27,9,1,30,4,267.75,0,0,0,0,0,0
5,2,3,25,2,127.59,1,0,0,0,0,1
13,3,2,7,3,221.13,0,0,0,0,0,0
18,0,4,31,3,280.61,0,0,0,0,0,0
1,2,5,6,3,135.91,0,0,0,0,0,0
8,4,3,16,3,161.42,1,0,0,0,0,0
15,4,4,18,3,127.66,0,0,0,0,0,0
15,2,3,14,4,175.03,0,0,0,0,0,0
0,0,5,15,3,131.72,1,0,0,0,0,1
11,4,5,17,4,152.82,1,0,0,0,0,0
4,2,3,8,3,130.67,0,0,0,0,0,0
3,3,2,16,5,164.83,0,0,0,0,0,0
10,6,5,15,2,242.13,0,0,0,0,0,0
1,1,4,14,4,151.79,0,0,0,0,0,1
28,2,4,26,4,232.25,0,0,0,0,0,0
3,9,3,13,3,134.91,0,0,0,0,0,0
9,2,3,8,3,122.31,0,0,0,0,0,0
2,8,1,16,4,177.53,0,0,0,0,0,0
14,3,2,27,4,228.22,0,0,0,0,0,0
8,8,3,34,1,134.07,0,0,0,0,0,0
10,1,1,7,4,191.53,0,0,0,0,0,0
31,10,1,14,2,177.2,1,0,0,0,0,0
1,7,2,15,3,152.53,0,0,0,0,0,0
10,3,3,33,4,178.47,0,0,0,0,0,0
8,3,3,28,5,142.3,0,0,0,0,0,0
10,7,3,31,3,144.49,1,0,0,0,0,0
14,12,4,7,5,260.03,0,0,0,0,0,0
4,8,5,22,5,196.4,0,0,0,0,0,0
2,6,4,9,4,172.79,1,0,0,0,0,0
4,9,5,24,4,244.16,1,0,0,0,0,0
0,1,1,14,3,125.23,0,0,0,0,0,0
3,2,5,13,3,147.79,0,0,0,0,0,0
9,12,1,9,4,196.99,0,0,0,0,0,0
0,4,2,14,3,124.36,1,0,0,0,0,1
10,1,3,9,5,200.96,0,0,0,0,0,0
9,2,5,12,3,120.73,1,0,0,0,0,1
24,10,4,15,3,298.47,1,0,0,0,0,0
8,3,4,28,1,219.96,0,0,0,0,0,0
9,5,3,6,3,120.58,0,0,0,0,0,1
1,3,3,20,4,223.54,1,0,0,0,0,1
0,3,1,8,3,137.6,1,0,0,0,0,0
24,7,2,7,4,320.17,0,0,0,0,0,0
6,1,4,14,4,126.22,0,0,0,0,0,0
9,12,2,9,4,196.99,0,0,0,0,0,0
8,0,1,7,4,153.63,0,0,0,0,0,0
7,9,3,14,4,184.68,0,0,0,0,0,0
8,3,5,10,4,148.62,0,0,0,0,0,1
4,8,5,15,2,239.16,1,0,0,0,0,0
10,3,3,11,1,135,0,0,0,0,0,0
23,9,1,28,5,244.11,1,0,0,0,0,0
17,9,1,9,4,203.47,1,0,0,0,0,0
6,6,4,12,2,157.98,1,0,0,0,0,0
5,0,1,11,4,196.79,0,0,0,0,0,0
1,3,1,8,4,172.87,1,0,0,0,0,1
19,2,3,27,4,173.5,0,0,0,0,0,0
9,3,5,6,4,215.69,0,0,0,0,0,0
9,1,1,16,3,121.45,0,0,0,0,0,0
12,3,1,9,4,164.44,1,0,0,0,0,0
1,5,2,11,5,183.28,1,0,0,0,0,1
10,3,3,11,1,135,0,0,0,0,0,0
12,9,5,15,3,151.51,0,0,0,0,0,0
0,0,2,14,5,123.4,1,0,0,0,0,1
24,8,4,10,4,307,0,0,0,0,0,0
1,3,5,17,5,228.06,0,0,0,0,0,1
8,4,2,7,5,161.22,1,0,0,0,0,0
10,3,4,10,4,217.78,1,0,0,0,0,0
0,7,5,9,3,133.48,1,0,0,0,0,1
16,9,4,36,4,169.34,0,0,0,0,0,0
4,4,3,8,4,145.64,0,0,0,0,0,0
25,16,5,9,4,268.56,0,0,0,0,0,0
0,7,5,22,5,139.19,1,0,0,0,0,1
12,1,1,25,6,183.11,1,0,0,0,0,0
9,2,4,6,4,120.7,1,0,0,0,0,0
7,3,5,7,5,152.99,1,0,0,0,0,0
2,8,1,8,5,193.34,1,0,0,0,0,0
9,7,2,14,3,150.79,0,0,0,0,0,0
23,5,1,18,4,170.07,0,0,0,0,0,0
1,1,1,9,5,136.02,0,0,0,0,0,1
0,4,1,14,3,126.47,0,0,0,0,0,0
1,4,5,18,4,172.41,1,0,0,0,0,0
1,0,4,9,3,128.56,0,0,0,0,0,0
1,4,4,11,2,186.42,1,0,0,0,0,0
8,10,5,9,5,184.57,0,0,0,0,0,0
13,5,5,32,3,183.96,0,0,0,0,0,0
0,7,3,6,4,206.09,0,0,0,0,0,1
22,0,3,6,3,253.79,0,0,0,0,0,0
17,3,5,14,4,224.85,0,0,0,0,0,0
0,2,3,8,3,139.77,1,0,0,0,0,0
0,3,5,15,4,134.07,0,0,0,0,0,1
21,6,5,14,3,123.67,0,0,0,0,0,0
27,0,3,14,3,137.8,0,0,0,0,0,0
4,8,3,18,3,295.45,0,0,0,0,0,1
0,2,4,22,3,128.11,0,0,0,0,0,0
10,8,3,13,6,152.41,0,0,0,0,0,0
10,12,2,21,4,190.86,1,0,0,0,0,0
20,7,3,22,1,150.67,1,0,0,0,0,0
11,7,3,16,4,187.4,1,0,0,0,0,0
0,7,3,8,1,152.06,0,0,0,0,0,0
9,2,1,13,3,122.75,1,0,0,0,0,1
1,8,4,15,4,187.14,0,0,0,0,0,0
9,0,4,11,3,118.78,1,0,0,0,0,1
19,10,1,9,5,182.7,0,0,0,0,0,0
1,3,1,26,4,148.23,0,0,0,0,0,0
9,5,3,17,4,186.42,1,0,0,0,0,0
0,1,3,8,3,143.82,0,0,0,0,0,1
7,3,3,14,3,161.42,0,0,0,0,0,0
10,4,4,14,4,145.13,0,0,0,0,0,0
24,8,3,9,4,317.37,1,0,0,0,0,0
1,4,3,31,5,145.28,1,0,0,0,0,1
1,3,4,12,2,148.28,1,0,0,0,0,0
5,8,5,8,6,175.03,0,0,0,0,0,0
9,7,3,16,3,170.94,0,0,0,0,0,0
1,8,3,24,4,148.94,1,0,0,0,0,1
21,7,1,28,3,271.74,0,0,0,0,0,0
21,3,4,11,5,228.33,1,0,0,0,0,0
21,3,3,32,4,211.33,0,0,0,0,0,0
9,2,5,12,1,155.62,1,0,0,0,0,0
1,3,5,36,4,164.07,0,0,0,0,0,0
10,0,1,27,3,129.73,0,0,0,0,0,0
0,0,5,10,3,129.73,0,0,0,0,0,1
0,0,3,14,5,123.51,0,0,0,0,0,1
11,8,2,7,4,146.15,0,0,0,0,0,0
8,9,5,12,5,241.31,0,0,0,0,0,0
27,3,3,8,5,254.65,1,0,0,0,0,0
16,6,5,11,4,176.55,0,0,0,0,0,0
6,4,1,8,3,155.05,0,0,0,0,0,0
11,3,3,18,4,161.29,0,0,0,0,0,0
0,0,5,14,4,126,1,0,0,0,0,1
3,9,3,13,3,134.91,0,0,0,0,0,0
9,3,3,6,4,120.07,0,0,0,0,0,0
15,18,5,13,4,172.21,1,0,0,0,0,0
12,7,3,14,3,137.55,0,0,0,0,0,0
8,13,4,11,3,180.95,0,0,0,0,0,0
9,2,4,8,3,122.26,0,0,0,0,0,0
16,7,3,15,3,156.79,1,0,0,0,0,0
25,1,3,14,5,186.32,0,0,0,0,0,0
14,7,5,6,3,141.03,0,0,0,0,0,0
3,3,2,27,4,194.31,0,0,0,0,0,0
14,8,3,17,2,147.13,1,0,0,0,0,0
22,4,1,17,3,145.07,0,0,0,0,0,0
23,5,3,30,3,239.73,1,0,0,0,0,0
6,10,2,15,3,127.81,0,0,0,0,0,0
24,14,3,27,4,237.45,1,0,0,0,0,0
14,7,3,14,3,124.61,1,0,0,0,0,1
18,8,5,29,3,136.33,1,0,0,0,0,0
1,3,5,25,4,131.96,0,0,0,0,0,0
10,3,4,16,2,153.1,0,0,0,0,0,0
9,2,5,11,3,180.08,0,0,0,0,0,0
0,7,5,13,1,135.78,0,0,0,0,0,0
31,11,5,14,4,320.66,0,0,0,0,0,0
19,9,2,9,5,292.92,0,0,0,0,0,0
4,1,1,9,5,193.77,1,0,0,0,0,0
6,2,4,31,4,143.2,0,0,0,0,0,0
27,6,3,13,4,148.06,1,0,0,0,0,0
4,8,2,13,5,171.27,0,0,0,0,0,0
12,3,5,19,5,187.88,0,0,0,0,0,0
20,7,5,20,3,149.6,0,0,0,0,0,0
13,11,1,10,4,208.55,0,0,0,0,0,0
3,1,4,9,5,191.44,0,0,0,0,0,0
17,10,4,11,3,282.13,0,0,0,0,0,0
13,3,1,6,3,165.13,0,0,0,0,0,0
1,3,5,9,4,145.42,1,0,0,0,0,1
20,2,1,7,3,134.2,0,0,0,0,0,0
4,0,3,26,3,169.32,0,0,0,0,0,0
13,1,5,15,3,154.73,0,0,0,0,0,0
14,4,1,8,4,190.13,0,0,0,0,0,0
11,3,3,10,4,219.34,0,0,0,0,0,0
18,5,5,32,4,143.85,0,0,0,0,0,0
24,0,1,27,3,154.41,1,0,0,0,0,0
1,7,5,22,2,156.61,0,0,0,0,0,0
29,2,5,14,3,142.57,1,0,0,0,0,0
9,0,5,15,3,120.18,0,0,0,0,0,1
10,1,4,9,3,141.07,0,0,0,0,0,0
28,6,5,10,4,184.4,0,0,0,0,0,0
12,8,3,13,5,178.21,0,0,0,0,0,0
1,1,4,28,5,146.21,1,0,0,0,0,1
10,14,5,14,2,171.39,0,0,0,0,0,0
1,3,5,20,4,167.33,0,0,0,0,0,1
19,3,5,14,4,222.24,0,0,0,0,0,0
7,7,4,15,4,186.21,0,0,0,0,0,0
4,0,3,26,3,169.32,0,0,0,0,0,0
1,3,3,27,4,224.81,0,0,0,0,0,0
8,10,5,7,5,178.43,0,0,0,0,0,0
3,8,3,30,2,152,0,0,0,0,0,0
11,1,3,23,5,188.34,0,0,0,0,0,0
13,3,1,22,3,179.45,1,0,0,0,0,0
3,1,3,17,4,151.42,0,0,0,0,0,0
31,1,4,16,5,158.46,1,0,0,0,0,0
10,7,4,15,3,188.34,0,0,0,0,0,0
1,3,5,30,4,224.5,1,0,0,0,0,1
1,1,5,16,4,156.72,1,0,0,0,0,1
9,2,4,15,4,188.47,1,0,0,0,0,0
11,9,2,11,4,25,0,0,0,0,0,0
28,10,1,10,4,302.79,0,0,0,0,0,0
11,0,3,6,1,128.44,0,0,0,0,0,0
10,5,5,10,2,193.42,0,0,0,0,0,0
26,3,3,13,2,248.14,0,0,0,0,0,0
23,7,4,6,3,281.72,1,0,0,0,0,0
22,7,3,6,4,239.64,1,0,0,0,0,0
10,3,4,11,4,176.31,0,0,0,0,0,0
1,3,4,21,5,162.43,1,0,0,0,0,1
10,0,3,8,3,196.02,1,0,0,0,0,0
4,9,3,13,4,189.43,0,0,0,0,0,0
8,3,3,6,3,148.59,0,0,0,0,0,0
12,1,5,8,5,153.58,0,0,0,0,0,0
1,8,5,9,4,152.07,0,0,0,0,0,1
7,7,4,21,4,152.56,0,0,0,0,0,0
19,3,1,36,4,218.8,1,0,0,0,0,0
1,2,1,9,4,150.23,0,0,0,0,0,0
10,10,2,25,4,202.79,0,0,0,0,0,0
12,6,4,9,2,163.89,0,0,0,0,0,0
9,4,3,7,4,173.59,0,0,0,0,0,0
8,9,3,15,2,192.99,0,0,0,0,0,0
12,10,1,8,4,172.35,0,0,0,0,0,0
1,3,3,15,6,171.21,0,0,0,0,0,0
28,3,5,12,4,319.06,0,0,0,0,0,0
2,6,2,7,6,191.74,0,0,0,0,0,0
3,7,4,6,3,137.48,0,0,0,0,0,0
4,5,3,17,5,190.78,0,0,0,0,0,0
0,1,1,14,4,123.89,1,0,0,0,0,1
14,3,4,17,5,222.05,0,0,0,0,0,0
17,17,1,13,4,202.48,0,0,0,0,0,0
7,6,3,6,4,170.83,1,0,0,0,0,0
8,2,4,8,3,144.25,0,0,0,0,0,0
16,8,5,9,4,301.65,0,0,0,0,0,0
20,13,5,8,2,300.67,0,0,0,0,0,0
2,3,4,19,4,140.25,1,0,0,0,0,0
10,2,2,14,3,123.26,1,0,0,0,0,0
29,5,4,33,2,321.36,1,0,0,0,0,0
1,1,4,7,5,153.36,0,0,0,0,0,0
27,12,1,17,3,260.32,0,0,0,0,0,0
3,1,5,9,5,161.46,1,0,0,0,0,1
0,3,4,10,1,161.42,1,0,0,0,0,0
0,2,5,14,3,125,0,0,0,0,0,0
10,3,2,17,3,221.85,1,0,0,0,0,0
3,7,3,14,3,172.64,0,0,0,0,0,0
4,1,3,29,5,188.8,1,0,0,0,0,1
11,3,1,8,5,154.05,1,0,0,0,0,0
5,4,3,33,4,154.11,0,0,0,0,0,0
14,1,3,9,5,159.48,0,0,0,0,0,0
3,2,4,17,4,157.91,0,0,0,0,0,0
9,2,3,12,3,122.67,0,0,0,0,0,0
1,3,1,9,6,159.64,1,0,0,0,0,1
31,6,2,10,5,176.71,0,0,0,0,0,0
15,8,3,11,4,149.61,1,0,0,0,0,1
1,4,5,16,5,159.07,0,0,0,0,0,1
14,7,3,12,3,192.41,0,0,0,0,0,0
10,8,5,17,4,208.21,1,0,0,0,0,0
1,3,3,22,4,151.1,0,0,0,0,0,1
9,0,3,11,3,120.93,0,0,0,0,0,0
13,7,3,7,4,316.97,1,0,0,0,0,0
13,9,3,8,3,294.36,0,0,0,0,0,0
23,7,3,35,4,270.46,0,0,0,0,0,0
9,0,4,9,3,114.83,0,0,0,0,0,0
21,1,3,9,4,149.79,0,0,0,0,0,1
5,7,1,8,1,150.55,0,0,0,0,0,0
30,0,2,35,4,241.18,0,0,0,0,0,0
1,1,3,10,4,139.2,0,0,0,0,0,1
15,0,3,11,3,283.03,0,0,0,0,0,0
20,3,5,7,4,218.96,0,0,0,0,0,0
13,9,3,9,4,234.38,0,0,0,0,0,0
27,7,3,28,3,274.26,0,0,0,0,0,0
9,7,1,14,3,150.79,0,0,0,0,0,0
11,4,4,7,4,189.47,0,0,0,0,0,0
1,2,3,14,4,173.83,0,0,0,0,0,1
1,2,3,32,6,147.93,0,0,0,0,0,1
3,7,4,7,3,135.79,1,0,0,0,0,0
26,3,3,6,4,229.65,1,0,0,0,0,0
9,0,3,14,3,119.04,0,0,0,0,0,1
2,2,4,8,3,131.8,0,0,0,0,0,0
6,7,4,8,3,151.47,0,0,0,0,0,0
22,1,3,36,4,250.04,0,0,0,0,0,0
27,11,5,7,4,208.81,0,0,0,0,0,0
23,8,3,7,5,264.64,1,0,0,0,0,0
23,2,4,14,3,138.75,0,0,0,0,0,0
4,8,4,11,5,177.09,1,0,0,0,0,0
9,7,5,14,5,121.19,1,0,0,0,0,1
1,3,3,8,4,158.75,0,0,0,0,0,0
1,9,1,12,5,253.08,1,0,0,0,0,0
19,2,3,9,6,191.32,0,0,0,0,0,0
14,8,3,16,4,164.75,0,0,0,0,0,0
9,0,5,16,4,114.16,0,0,0,0,0,1
3,3,1,8,4,162.6,0,0,0,0,0,0
9,0,3,16,4,112,0,0,0,0,0,0
28,2,3,10,3,140.35,1,0,0,0,0,0
6,3,5,9,4,149.39,0,0,0,0,0,0
16,1,1,19,4,175.87,1,0,0,0,0,0
0,7,5,7,4,197.14,0,0,0,0,0,1
5,14,5,18,3,237.58,1,0,0,0,0,1
26,2,1,30,1,170.05,0,0,0,0,0,0
26,7,3,13,3,286.06,0,0,0,0,0,0
5,7,4,11,3,127.18,0,0,0,0,0,0
9,3,3,7,3,120.64,0,0,0,0,0,0
0,0,5,14,5,123.25,0,0,0,0,0,1
0,3,1,11,4,228.08,1,0,0,0,0,0
13,9,5,29,4,233.8,1,0,0,0,0,0
1,3,5,12,4,148.8,1,0,0,0,0,0
21,0,2,6,4,282.65,0,0,0,0,0,0
9,2,3,6,3,121.54,1,0,0,0,0,0
1,3,4,18,4,147.44,0,0,0,0,0,0
22,1,1,8,5,307.65,0,0,0,0,0,0
2,5,2,16,4,145.7,0,0,0,0,0,0
9,0,3,28,5,115.55,0,0,0,0,0,1
12,1,1,25,6,183.11,1,0,0,0,0,0
9,0,4,19,3,120.33,0,0,0,0,0,0
9,0,4,23,4,121.27,0,0,0,0,0,0
1,8,3,7,4,177.96,0,0,0,0,0,0
15,2,5,14,3,125.76,0,0,0,0,0,0
11,0,5,14,3,126.19,0,0,0,0,0,0
12,1,3,7,5,178.81,1,0,0,0,0,1
21,1,3,11,4,154.76,0,0,0,0,0,0
3,5,5,35,5,162.85,0,0,0,0,0,0
3,4,4,20,5,165.25,1,0,0,0,0,0
17,10,1,13,3,290.49,1,0,0,0,0,0
0,7,1,14,3,125.7,0,0,0,0,0,0
24,7,4,11,4,316.44,0,0,0,0,0,0
16,1,3,12,4,145.93,0,0,0,0,0,0
19,3,4,21,3,290.81,0,0,0,0,0,0
11,0,4,8,3,173.51,0,0,0,0,0,0
15,0,4,8,4,148.41,0,0,0,0,0,0
6,2,4,13,3,143.02,0,0,0,0,0,0
5,11,1,14,4,196.43,1,0,0,0,0,0
15,3,4,12,2,193.7,0,0,0,0,0,0
1,7,1,15,3,152.53,0,0,0,0,0,0
1,1,5,18,5,151,1,0,0,0,0,1
4,2,3,10,1,139.78,0,0,0,0,0,0
28,8,1,14,4,193.54,0,0,0,0,0,0
1,3,3,15,4,212.26,0,0,0,0,0,0
13,7,1,31,5,245.31,0,0,0,0,0,0
9,2,1,15,2,147.69,0,0,0,0,0,0
14,3,3,9,4,148.45,0,0,0,0,0,0
0,7,1,14,1,125.44,0,0,0,0,0,0
1,1,4,5,5,150.96,0,0,0,0,0,1
0,0,5,16,4,203.06,0,0,0,0,0,1
3,3,2,30,4,147.01,0,0,0,0,0,0
8,1,3,17,4,163.15,1,0,0,0,0,0
11,5,5,14,4,167.84,1,0,0,0,0,0
17,2,2,14,1,128.18,1,0,0,0,0,0
17,13,1,33,4,294.59,1,0,0,0,0,0
7,2,5,14,3,165,0,0,0,0,0,0
0,2,4,10,3,132.95,0,0,0,0,0,0
1,5,5,16,4,167,0,0,0,0,0,1
19,1,4,9,3,266.06,0,0,0,0,0,0
3,2,3,22,3,153.01,0,0,0,0,0,0
14,8,5,8,3,265.95,0,0,0,0,0,0
28,8,1,8,4,298.28,0,0,0,0,0,0
28,3,5,12,4,319.06,0,0,0,0,0,0
1,3,4,15,2,173.51,0,0,0,0,0,0
25,8,2,6,3,270.99,0,0,0,0,0,0
1,4,4,8,3,148.55,0,0,0,0,0,1
3,4,3,16,4,165.78,0,0,0,0,0,0
15,3,3,16,3,129.36,0,0,0,0,0,0
9,2,3,32,3,153.47,0,0,0,0,0,0
12,3,3,17,4,185.77,0,0,0,0,0,0
1,4,5,10,4,166.94,1,0,0,0,0,0
5,3,2,9,4,151.95,1,0,0,0,0,0
5,1,4,35,4,128.37,0,0,0,0,0,0
6,3,1,33,4,169.65,0,0,0,0,0,0
18,11,1,14,4,315.49,1,0,0,0,0,0
13,2,1,15,4,148.76,0,0,0,0,0,0
9,8,3,7,5,147.58,0,0,0,0,0,0
9,3,2,32,5,161.81,0,0,0,0,0,0
4,2,4,14,5,146.41,0,0,0,0,0,0
8,9,3,14,3,141.48,0,0,0,0,0,0
9,2,4,15,4,188.47,1,0,0,0,0,0
1,9,1,7,4,151.86,1,0,0,0,0,1
15,3,3,20,4,162.44,0,0,0,0,0,0
24,10,4,15,3,298.47,1,0,0,0,0,0
24,0,3,13,4,161.32,0,0,0,0,0,0
2,1,1,6,3,179.18,0,0,0,0,0,0
19,12,5,7,1,275.67,0,0,0,0,0,0
16,8,3,12,4,140.81,1,0,0,0,0,0
21,9,4,16,4,296.65,0,0,0,0,0,0
2,3,1,8,3,188.53,0,0,0,0,0,0
6,5,3,6,2,261.84,0,0,0,0,0,0
12,3,5,34,4,142.84,0,0,0,0,0,1
30,1,5,18,5,178.8,0,0,0,0,0,0
12,1,3,11,4,158.06,0,0,0,0,0,0
8,2,3,14,4,124.3,0,0,0,0,0,0
3,0,3,28,4,163.8,1,0,0,0,0,1
11,4,1,32,5,182.31,0,0,0,0,0,0
0,2,3,7,3,133.75,0,0,0,0,0,0
3,4,1,22,6,146.68,1,0,0,0,0,0
1,1,5,16,4,150.52,0,0,0,0,0,0
8,4,3,14,3,143.23,0,0,0,0,0,0
4,3,3,7,5,209.74,0,0,0,0,0,0
5,3,3,16,3,134.33,0,0,0,0,0,0
31,3,3,22,4,282.87,1,0,0,0,0,0
4,0,4,14,3,264.22,0,0,0,0,0,0
12,10,5,21,3,233.41,0,0,0,0,0,0
7,3,2,6,4,136.22,1,0,0,0,0,0
12,7,1,30,3,141.08,0,0,0,0,0,0
0,1,5,8,1,134.24,0,0,0,0,0,0
14,2,5,16,4,179.73,0,0,0,0,0,0
18,8,2,8,4,267.92,0,0,0,0,0,0
